EXT_SOURCE_2,EXT_SOURCE_3,CREDITCARD_CREDIT_UTILIZATION_MEAN,CREDITCARD_CNT_DRAWINGS_ATM_CURRENT_MEAN,CREDITCARD_CNT_DRAWINGS_CURRENT_MAX,EXT_SOURCE_1,CREDITCARD_CREDIT_UTILIZATION_MAX,DAYS_CREDIT_mean,CREDITCARD_CNT_DRAWINGS_CURRENT_MEAN,CREDIT_ACTIVE_Closed_mean,DAYS_BIRTH,CREDIT_ACTIVE_Active_mean,DAYS_CREDIT_min,CREDITCARD_AMT_INST_MIN_REGULARITY_MEAN,CREDITCARD_CREDIT_UTILIZATION_STD,DAYS_CREDIT_UPDATE_mean,CREDITCARD_CNT_DRAWINGS_ATM_CURRENT_MAX,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,DAYS_ENDDATE_FACT_min,MONTHS_BALANCE_min,DAYS_LAST_PHONE_CHANGE,CODE_GENDER_M,CODE_GENDER_F,DAYS_DECISION_min,DAYS_ENDDATE_FACT_mean,DAYS_ID_PUBLISH,REG_CITY_NOT_WORK_CITY,DAYS_CREDIT_std,NAME_EDUCATION_TYPE_Secondary / secondary special,DAYS_CREDIT_max,DAYS_CREDIT_ENDDATE_mean,DAYS_DECISION_mean,NAME_INCOME_TYPE_Pensioner,DAYS_EMPLOYED,ORGANIZATION_TYPE_XNA,FLAG_EMP_PHONE,REG_CITY_NOT_LIVE_CITY,FLAG_DOCUMENT_3,FLOORSMAX_AVG,FLOORSMAX_MEDI,FLOORSMAX_MODE,OCCUPATION_TYPE_Laborers,DAYS_REGISTRATION,HOUSETYPE_MODE_block of flats,RATE_DOWN_PAYMENT_max,HOUSETYPE_MODE_nan,AMT_GOODS_PRICE,WALLSMATERIAL_MODE_nan,OCCUPATION_TYPE_nan,OWN_CAR_AGE,REGION_POPULATION_RELATIVE,DAYS_CREDIT_ENDDATE_max,EMPLOYABILITY_STABILITY,HOUR_APPR_PROCESS_START_mean,MONTHS_BALANCE_size,APP_CREDIT_PERC_mean,AMT_ANNUITY_mean_y,DAYS_CREDIT_ENDDATE_min,ELEVATORS_AVG,ELEVATORS_MEDI,FLOORSMIN_AVG,RATE_DOWN_PAYMENT_mean,FLOORSMIN_MEDI,WALLSMATERIAL_MODE_Panel,LIVINGAREA_AVG,LIVINGAREA_MEDI,FLOORSMIN_MODE,TOTALAREA_MODE,LIVE_CITY_NOT_WORK_CITY,AMT_ANNUITY_min,DEF_30_CNT_SOCIAL_CIRCLE,ELEVATORS_MODE,HOUR_APPR_PROCESS_START_min,DEF_60_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_TYPE,APP_CREDIT_PERC_max,HOUR_APPR_PROCESS_START_max,LIVINGAREA_MODE,AMT_CREDIT,OCCUPATION_TYPE_Drivers,NAME_HOUSING_TYPE_With parents,APARTMENTS_AVG,FONDKAPREMONT_MODE_nan,PAYMENT_DIFF_MEAN,APARTMENTS_MEDI,ORGANIZATION_TYPE_Self-employed,AMT_ANNUITY_max_y,FLAG_DOCUMENT_6,NAME_HOUSING_TYPE_House / apartment,FLAG_WORK_PHONE,CNT_PAYMENT_mean,CNT_PAYMENT_sum,OCCUPATION_TYPE_Low-skill Laborers,PAYMENT_DIFF_SUM,APARTMENTS_MODE,NAME_FAMILY_STATUS_Single / not married,AMT_PAYMENT_MIN,SK_ID_CURR
0.8065253626903676,0.3441550073724169,,,,0.6412988211768494,,-490.5,,0.0,-14388.0,1.0,-682.0,,,-43.25,,1.0,1.0,0.0,1.0,,-33.0,-1002.0,0.0,1.0,-1002.0,,-4272.0,0.0,130.0217930451148,0.0,-392.0,8018.75,-605.5,0.0,-2824.0,0.0,1.0,0.0,0.0,0.1667,0.1667,0.1667,0.0,-3150.0,1.0,0.0,0.0,675000.0,0.0,0.0,,0.032561,30870.0,0.1962746733388935,14.0,13.0,1.0,46549.035,-56.0,0.0,0.0,0.2083,0.0,0.2083,1.0,0.1183,0.1204,0.2083,0.0801,0.0,10484.91,0.0,0.0,12.0,0.0,0.0,1.0,16.0,0.1046,732915.0,0.0,0.0,0.1333,0.0,-8653.846153846154,0.1447,0.0,82613.16,0.0,1.0,0.0,12.0,24.0,0.0,-112500.0,0.146,0.0,22500.0,258225.0
0.7298769753660336,0.4418358231994413,0.5169570936678615,0.0222222222222222,19.0,,1.040825,-1844.1666666666667,4.511111111111111,0.5,-15535.0,0.5,-2905.0,11969.998875,0.4015312642134651,-451.5,1.0,2.0,2.0,0.0,1.0,-1822.0,-46.0,-3509.0,0.0,1.0,-1379.0,-1263.0,-4323.0,0.0,1077.8043267062285,0.0,-401.0,-177.66666666666666,-1327.2222222222222,0.0,-671.0,0.0,1.0,0.0,1.0,0.375,0.375,0.375,0.0,-7383.0,1.0,,0.0,481500.0,0.0,0.0,4.0,0.026392,1352.0,0.0431927904731252,12.0,41.0,0.825612594342661,38890.64,-1819.0,0.28,0.28,,,,1.0,0.2945,0.2997,,0.2369,0.0,22500.0,0.0,0.282,10.0,0.0,0.0,1.0,15.0,0.3068,481500.0,0.0,0.0,0.2948,1.0,6865.391571428572,0.2977,0.0,55296.135,0.0,1.0,0.0,20.0,180.0,0.0,961154.82,0.3004,0.0,2.97,174954.0
0.4538888095959406,0.5567274263630174,,,,0.628414970112085,,-1006.0,,0.0,-19006.0,1.0,-1006.0,,,-177.0,,1.0,1.0,0.0,0.0,,-80.0,-2428.0,0.0,1.0,-2428.0,,-426.0,1.0,,1.0,-1006.0,348.0,-1270.0,0.0,-1843.0,0.0,1.0,0.0,1.0,,,,0.0,-1945.0,0.0,0.2241347053320861,1.0,603000.0,1.0,1.0,,0.04622,348.0,0.0969693780911291,13.5,11.0,1.0891244601491952,13982.5575,348.0,,,,0.112067352666043,,0.0,,,,,1.0,12927.645,0.0,,11.0,0.0,0.0,1.259128386336867,16.0,,758214.0,0.0,0.0,,1.0,3759.3675,,0.0,15037.47,0.0,1.0,0.0,8.0,16.0,0.0,45112.41,,0.0,6247.35,297336.0
0.6304952228197291,0.4382813743111921,0.290218171875,0.3645833333333333,9.0,0.5113176707208442,1.06625,-1946.6666666666667,0.3645833333333333,0.1666666666666666,-15465.0,0.8333333333333334,-2902.0,1873.205052631579,0.3937765367071373,-772.6666666666666,9.0,2.0,2.0,1.0,0.0,-2006.0,-96.0,-2961.0,1.0,0.0,-1113.0,-2006.0,-4650.0,0.0,1195.685521642989,1.0,-340.0,-77.66666666666667,-528.6,0.0,-4897.0,0.0,1.0,0.0,1.0,0.0417,0.0417,0.0417,0.0,-7534.0,1.0,,0.0,450000.0,0.0,0.0,10.0,0.010147,1370.0,0.3166505011315874,13.4,26.0,0.8994039124151056,24498.5175,-2601.0,,,,,,0.0,0.0165,0.0168,,0.013,0.0,20254.365,1.0,,9.0,0.0,0.0,0.9154155986818016,15.0,0.0172,550980.0,0.0,0.0,0.0165,1.0,1071.292211538461,0.0167,1.0,28742.67,0.0,1.0,0.0,24.0,48.0,0.0,167121.58499999993,0.0168,0.0,51.075,369893.0
0.0935361374158783,0.4992720153045617,,,,,,-1206.0,,0.6666666666666666,-9664.0,0.3333333333333333,-1701.0,,,-688.0,,3.0,3.0,0.0,0.0,-1366.0,-19.0,-590.0,0.0,1.0,-590.0,-1017.5,-2335.0,0.0,594.2230221053371,0.0,-547.0,-596.0,-267.42857142857144,0.0,-1357.0,0.0,1.0,0.0,1.0,,,,1.0,-4519.0,0.0,0.0,1.0,193500.0,1.0,0.0,,0.008068,185.0,0.1404180463576159,8.857142857142858,7.0,0.838170198664763,16455.63,-1334.0,,,,0.0,,0.0,,,,,0.0,5359.095,0.0,,5.0,0.0,0.0,0.8632539400402891,14.0,,234369.0,0.0,1.0,,1.0,0.0,,1.0,22269.06,0.0,0.0,0.0,38.0,114.0,0.0,0.0,,1.0,5359.095,195695.0
0.6316509261453298,0.6848276586890367,,,,0.6139745739872476,,-649.6,,1.0,-19012.0,0.0,-925.0,,,-428.0,,2.0,2.0,1.0,1.0,-746.0,-8.0,-233.0,0.0,1.0,-233.0,-432.4,-2519.0,0.0,226.0548605980416,0.0,-351.0,-437.0,-233.0,0.0,-4384.0,0.0,1.0,0.0,1.0,0.375,0.375,0.375,0.0,-1006.0,1.0,0.108910505331238,0.0,922500.0,0.0,0.0,4.0,0.010147,-250.0,0.2305912055543867,13.0,7.0,1.1111127144691844,43598.655,-746.0,0.24,0.24,0.2917,0.108910505331238,0.2917,0.0,0.2475,0.252,0.2917,0.1947,0.0,43598.655,0.0,0.2417,13.0,0.0,0.0,1.1111127144691844,13.0,0.2579,1032093.0,0.0,0.0,0.2247,0.0,0.0,0.2269,1.0,43598.655,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.229,0.0,43598.655,384221.0
0.6225130235786245,0.2778856891082046,,,,0.661489765114172,,-1437.888888888889,,0.5555555555555556,-13373.0,0.4444444444444444,-2232.0,,,-600.1111111111111,,1.0,1.0,0.0,0.0,-1875.0,-93.0,-2440.0,0.0,1.0,-2859.0,-1034.8,-4252.0,0.0,653.5903618560415,1.0,-223.0,1511.111111111111,-2649.5,0.0,-2951.0,0.0,1.0,0.0,1.0,0.4583,0.4583,0.4583,0.0,-7185.0,0.0,0.0,1.0,675000.0,1.0,0.0,,0.04622,9092.0,0.2206685111792417,15.5,18.0,1.0,25685.55,-1448.0,0.08,0.08,,0.0,,0.0,0.0661,0.0673,,0.0587,0.0,16591.5,0.0,0.0806,14.0,0.0,0.0,1.0,17.0,0.0689,817560.0,0.0,0.0,0.0711,1.0,0.0,0.0718,0.0,34779.6,0.0,1.0,0.0,8.0,16.0,0.0,0.0,0.0725,0.0,16459.47,203868.0
0.7993918838780673,,0.01375525,0.0,0.0,0.5800310746422482,0.2280693333333333,,0.0,,-15590.0,,,127.584375,0.0500425028051879,,0.0,2.0,2.0,1.0,0.0,,-9.0,-3453.0,1.0,0.0,-261.0,,-4341.0,0.0,,1.0,,,-222.5,0.0,-4667.0,0.0,1.0,0.0,1.0,0.2083,0.1667,0.1667,1.0,-8504.0,1.0,,0.0,1350000.0,0.0,0.0,,0.022625,,0.2993585631815266,19.0,9.0,0.9266123054114158,40677.21,,0.13,0.0,0.25,,0.2083,1.0,0.1844,0.0837,0.2083,0.5294,0.0,40677.21,3.0,0.0,18.0,3.0,0.0,0.9266123054114158,20.0,0.0846,1528200.0,0.0,0.0,0.1843,0.0,-2491.0714285714284,0.0937,0.0,40677.21,0.0,0.0,0.0,24.0,24.0,0.0,-279000.0,0.0945,1.0,98.1,182895.0
0.5985795696282931,0.5867400085415683,0.5725725027777778,0.1222222222222222,4.0,0.7093605466525571,1.0598885,-1742.0,0.2,0.0,-12505.0,1.0,-2769.0,6582.648539325843,0.4193856993395045,-20.5,4.0,1.0,1.0,0.0,1.0,,-96.0,-2748.0,0.0,1.0,-2748.0,,-2785.0,0.0,1121.7911273197578,0.0,-637.0,-26.666666666666668,-1182.0,0.0,-3179.0,0.0,1.0,0.0,1.0,0.7708,0.7083,0.6667,0.0,-6169.0,1.0,,0.0,1620000.0,0.0,0.0,,0.072508,1190.0,0.25421831267493,12.25,19.0,0.5788378581361572,27637.575,-2180.0,0.3464,0.28,0.2083,,0.0417,0.0,0.3406,0.2847,0.0417,0.1944,0.0,9000.0,0.0,0.1611,10.0,0.0,0.0,0.9619052357497055,13.0,0.1859,1812456.0,0.0,0.0,0.3338,0.0,718.9914545454545,0.2769,0.0,50349.465,0.0,1.0,0.0,14.0,42.0,0.0,118633.59,0.1901,1.0,36.0,342449.0
0.5910854614068762,,0.0,,0.0,0.4023675632639072,0.0,-1537.5,0.0,0.75,-14306.0,0.25,-2573.0,0.0,0.0,-1044.9166666666667,,2.0,2.0,1.0,0.0,-2267.0,-16.0,-498.0,0.0,1.0,-498.0,-1362.3333333333333,-2966.0,0.0,726.4412007738948,1.0,-501.0,-1016.8333333333334,-371.3333333333333,0.0,-3286.0,0.0,1.0,0.0,1.0,0.3333,0.3333,0.3333,0.0,-1096.0,1.0,0.0,0.0,360000.0,0.0,0.0,,0.003813,575.0,0.2296938347546484,7.5,27.0,0.9449081803005008,6796.170000000001,-2239.0,0.4,0.4,0.0417,0.0,0.0417,1.0,0.3516,0.3579,0.0417,0.3179,0.0,2250.0,0.0,0.4028,7.0,0.0,0.0,1.0,9.0,0.3663,440784.0,0.0,0.0,0.2845,0.0,0.0,0.2873,1.0,14101.245,0.0,0.0,0.0,14.0,42.0,0.0,0.0,0.2899,0.0,4037.265,352450.0
0.6438806069503393,,0.735294775,0.28125,3.0,,1.0378186,,0.28125,,-21540.0,,,10687.5,0.2279356676201686,,3.0,1.0,1.0,0.0,0.0,,,-12.0,0.0,1.0,-1008.0,,-5101.0,0.0,,1.0,,,-339.4,1.0,365243.0,1.0,0.0,0.0,1.0,0.375,0.375,0.375,0.0,-13871.0,1.0,,0.0,225000.0,0.0,1.0,,0.072508,,-16.956499535747447,11.8,,0.8535336292249914,24795.945,,0.32,0.32,,,,0.0,0.1873,0.1907,,0.1811,0.0,24795.945,0.0,0.3222,9.0,0.0,0.0,0.8535336292249914,19.0,0.1952,225000.0,0.0,0.0,0.1536,1.0,61.81318681318681,0.1551,0.0,24795.945,0.0,0.0,0.0,60.0,60.0,0.0,11250.0,0.1565,1.0,1125.0,156268.0
0.6631189963674364,,0.3662168207885304,0.3440860215053763,8.0,,1.0612583333333334,,0.3440860215053763,,-21468.0,,,4017.704032258064,0.4065066369136836,,8.0,2.0,2.0,0.0,0.0,,-51.0,-3510.0,1.0,0.0,-1562.0,,-4675.0,0.0,,1.0,,,-1283.5,0.0,-3130.0,0.0,1.0,0.0,1.0,0.4792,0.4792,0.3333,1.0,-8420.0,1.0,,0.0,1048500.0,0.0,0.0,,0.0196889999999999,,0.1457983976150549,13.0,43.0,0.9210146334844084,32390.8875,,0.22,0.22,0.4167,,0.4167,1.0,0.2447,0.2491,0.4167,0.1884,0.0,28873.17,0.0,0.1611,11.0,0.0,0.0,0.9266136682870147,15.0,0.2002,1173060.0,0.0,0.0,0.2196,0.0,54.729729729729726,0.2217,0.0,35908.605,0.0,1.0,0.0,24.0,48.0,0.0,8100.0,0.1576,0.0,126.63,282585.0
0.5614707294691131,0.4170996682522097,,,,,,-1355.1,,0.7,-22596.0,0.2,-2655.0,,,-794.1,,2.0,2.0,0.0,0.0,-2376.0,-79.0,-816.0,0.0,1.0,-2386.0,-1162.125,-5031.0,0.0,916.1215894556065,1.0,-442.0,5878.222222222223,-1601.0,1.0,365243.0,1.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.0,-12279.0,1.0,0.1028309412899527,0.0,1125000.0,0.0,1.0,,0.0066709999999999,30892.0,-16.1640555850593,16.0,11.0,0.9937257478734248,33598.935,-2350.0,0.16,0.16,,0.1028309412899527,,1.0,0.0913,0.0929,,0.1204,0.0,6281.01,0.0,0.1611,14.0,0.0,0.0,1.0423433753778797,18.0,0.0951,1258650.0,0.0,0.0,0.1474,1.0,-42954.545454545456,0.1489,0.0,60916.86,1.0,0.0,0.0,16.0,32.0,0.0,-472500.0,0.1502,0.0,6281.01,362814.0
